InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537075,P1056,Sticky Notes Pack,2,2024-09-20 00:00:00,3.9,12160,France
537075,P1024,Reusable Straws,2,2024-09-20 00:00:00,4.26,12160,France
537076,P1053,Water Color Kit,3,2024-03-01 00:00:00,16.06,12161,United Kingdom
537077,P1020,Plant Pot,2,2024-07-17 00:00:00,11.81,12161,United Kingdom
537077,P1049,Board Game,3,2024-07-17 00:00:00,19.77,12161,United Kingdom
537078,P1025,Hair Dryer,4,2024-08-16 00:00:00,28.02,12161,United Kingdom
537078,P1030,Running Socks,4,2024-08-16 00:00:00,6.14,12161,United Kingdom
537079,P1015,Kitchen Scale,4,2024-09-10 00:00:00,14.96,12161,United Kingdom
537079,P1025,Hair Dryer,3,2024-09-10 00:00:00,27.87,12161,United Kingdom
537080,P1003,Desk Lamp,2,2024-04-23 00:00:00,17.95,12162,Spain
537080,P1013,Travel Pillow,1,2024-04-23 00:00:00,12.16,12162,Spain
537080,P1019,Photo Frame,2,2024-04-23 00:00:00,8.83,12162,Spain
C537080,P1017,Umbrella,-3,2024-04-23 00:00:00,10.43,12162,Spain
537080,P1028,Perfume,2,2024-04-23 00:00:00,43.82,12162,Spain
537081,P1059,Nightlight,4,2024-05-03 00:00:00,10.37,12162,Spain
537081,P1041,Desk Mat,4,2024-05-03 00:00:00,14.45,12162,Spain
537081,P1022,Cushion Cover,2,2024-05-03 00:00:00,10.29,12162,Spain
537081,P1054,Journal,2,2024-05-03 00:00:00,8.75,12162,Spain
537082,P1041,Desk Mat,4,2024-06-12 00:00:00,13.1,12162,Spain
537082,P1014,Coffee Grinder,2,2024-06-12 00:00:00,33.38,12162,Spain
537082,P1002,Wireless Mouse,4,2024-06-12 00:00:00,15.75,12162,Spain
537083,P1000,Ceramic Mug,3,2024-08-31 00:00:00,6.68,12162,Spain
537083,P1004,Notebook Set,1,2024-08-31 00:00:00,5.39,12162,Spain
537084,P1035,Wine Glasses (Set),4,2024-09-11 00:00:00,23.97,12162,Spain
537084,P1034,Cookbook,1,2024-09-11 00:00:00,13.87,12162,Spain
537084,P1036,Cheese Board,3,2024-09-11 00:00:00,21.29,12162,Spain
537084,P1060,Storage Bins (Set),4,2024-09-11 00:00:00,19.66,12162,Spain
C537084,P1017,Umbrella,-4,2024-09-11 00:00:00,10.8,12162,Spain
537085,P1000,Ceramic Mug,1,2024-05-26 00:00:00,6.0,12163,India
537086,P1003,Desk Lamp,1,2024-07-05 00:00:00,17.77,12163,India
537087,P1019,Photo Frame,3,2024-07-12 00:00:00,8.97,12163,India
C537087,P1043,Webcam,-3,2024-07-12 00:00:00,39.83,12163,India
537087,P1023,Wall Art Print,2,2024-07-12 00:00:00,20.88,12163,India
537087,P1029,Leather Belt,3,2024-07-12 00:00:00,17.6,12163,India
537087,P1057,Desk Fan,3,2024-07-12 00:00:00,21.61,12163,India
C537088,P1051,Art Supplies Set,-4,2024-07-14 00:00:00,26.38,12163,India
537088,P1046,Power Bank,1,2024-07-14 00:00:00,25.76,12163,India
537088,P1035,Wine Glasses (Set),2,2024-07-14 00:00:00,25.26,12163,India
537088,P1000,Ceramic Mug,1,2024-07-14 00:00:00,6.78,12163,India
537088,P1049,Board Game,1,2024-07-14 00:00:00,18.79,12163,India
537089,P1018,Table Clock,1,2024-07-28 00:00:00,19.33,12164,United Kingdom
537089,P1005,Bluetooth Speaker,2,2024-07-28 00:00:00,30.72,12164,United Kingdom
537089,P1055,Pen Set,1,2024-07-28 00:00:00,11.15,12164,United Kingdom
537089,P1004,Notebook Set,2,2024-07-28 00:00:00,4.99,12164,United Kingdom
537090,P1055,Pen Set,2,2024-07-28 00:00:00,11.17,12164,United Kingdom
537090,P1016,Cutting Board,1,2024-07-28 00:00:00,14.31,12164,United Kingdom
537090,P1048,Fitness Tracker,1,2024-07-28 00:00:00,55.96,12164,United Kingdom
537091,P1033,Protein Shaker,3,2024-01-03 00:00:00,8.6,12165,Germany
537092,P1008,Backpack,3,2024-03-10 00:00:00,41.31,12165,Germany
537092,P1057,Desk Fan,7,2024-03-10 00:00:00,20.72,12165,Germany
537093,P1018,Table Clock,3,2024-03-24 00:00:00,20.41,12165,Germany
537093,P1052,Kids Backpack,3,2024-03-24 00:00:00,22.61,12165,Germany
537094,P1012,Phone Stand,7,2024-03-28 00:00:00,7.79,12165,Germany
537094,P1022,Cushion Cover,5,2024-03-28 00:00:00,9.95,12165,Germany
537094,P1033,Protein Shaker,3,2024-03-28 00:00:00,7.93,12165,Germany
537094,P1060,Storage Bins (Set),6,2024-03-28 00:00:00,17.47,12165,Germany
537094,P1038,Wall Clock,3,2024-03-28 00:00:00,23.92,12165,Germany
537095,P1038,Wall Clock,6,2024-03-30 00:00:00,22.92,12165,Germany
537095,P1039,Diffuser,2,2024-03-30 00:00:00,29.15,12165,Germany
537096,P1025,Hair Dryer,3,2024-04-05 00:00:00,24.88,12165,Germany
537097,P1034,Cookbook,4,2024-06-08 00:00:00,14.68,12165,Germany
537097,P1000,Ceramic Mug,3,2024-06-08 00:00:00,6.64,12165,Germany
537097,P1005,Bluetooth Speaker,5,2024-06-08 00:00:00,29.76,12165,Germany
537097,P1027,Skincare Kit,6,2024-06-08 00:00:00,37.37,12165,Germany
537098,P1042,Keyboard,7,2024-09-16 00:00:00,50.08,12165,Germany
537098,P1000,Ceramic Mug,3,2024-09-16 00:00:00,6.52,12165,Germany
537098,P1029,Leather Belt,4,2024-09-16 00:00:00,18.41,12165,Germany
537099,P1031,Gym Bag,4,2024-09-26 00:00:00,30.12,12165,Germany
537099,P1032,Resistance Bands,6,2024-09-26 00:00:00,11.29,12165,Germany
537099,P1051,Art Supplies Set,3,2024-09-26 00:00:00,27.58,12165,Germany
537099,P1002,Wireless Mouse,7,2024-09-26 00:00:00,14.35,12165,Germany
537100,P1010,Scented Candle,7,2024-10-02 00:00:00,7.39,12165,Germany
537100,P1018,Table Clock,7,2024-10-02 00:00:00,18.74,12165,Germany
537100,P1024,Reusable Straws,2,2024-10-02 00:00:00,4.44,12165,Germany
537100,P1049,Board Game,5,2024-10-02 00:00:00,18.58,12165,Germany
537101,P1035,Wine Glasses (Set),2,2024-10-13 00:00:00,24.26,12165,Germany
537101,P1011,Throw Blanket,2,2024-10-13 00:00:00,26.31,12165,Germany
537101,P1052,Kids Backpack,3,2024-10-13 00:00:00,22.98,12165,Germany
537101,P1046,Power Bank,2,2024-10-13 00:00:00,25.63,12165,Germany
537101,P1013,Travel Pillow,7,2024-10-13 00:00:00,11.81,12165,Germany
537102,P1031,Gym Bag,7,2024-11-11 00:00:00,29.92,12165,Germany
537102,P1019,Photo Frame,6,2024-11-11 00:00:00,8.85,12165,Germany
537102,P1037,String Lights,4,2024-11-11 00:00:00,14.02,12165,Germany
537102,P1029,Leather Belt,2,2024-11-11 00:00:00,18.01,12165,Germany
537102,P1048,Fitness Tracker,3,2024-11-11 00:00:00,59.84,12165,Germany
537103,P1044,Monitor Stand,1,2024-08-27 00:00:00,31.73,12166,India
537103,P1008,Backpack,1,2024-08-27 00:00:00,42.26,12166,India
537103,P1025,Hair Dryer,2,2024-08-27 00:00:00,25.62,12166,India
537104,P1022,Cushion Cover,2,2024-10-20 00:00:00,10.25,12167,Australia
537104,P1051,Art Supplies Set,2,2024-10-20 00:00:00,26.72,12167,Australia
537104,P1052,Kids Backpack,1,2024-10-20 00:00:00,21.29,12167,Australia
537104,P1010,Scented Candle,2,2024-10-20 00:00:00,7.7,12167,Australia
537105,P1051,Art Supplies Set,2,2024-09-11 00:00:00,28.38,12168,United Kingdom
537106,P1031,Gym Bag,2,2024-03-31 00:00:00,31.47,12169,India
537106,P1048,Fitness Tracker,4,2024-03-31 00:00:00,62.4,12169,India
C537106,P1046,Power Bank,-3,2024-03-31 00:00:00,23.96,12169,India
537106,P1000,Ceramic Mug,4,2024-03-31 00:00:00,6.26,12169,India
537106,P1057,Desk Fan,4,2024-03-31 00:00:00,21.6,12169,India
537107,P1028,Perfume,4,2024-05-06 00:00:00,44.01,12169,India
537107,P1031,Gym Bag,2,2024-05-06 00:00:00,30.3,12169,India
537107,P1001,Leather Wallet,4,2024-05-06 00:00:00,23.83,12169,India
537107,P1047,Earbuds,3,2024-05-06 00:00:00,48.56,12169,India
537107,P1025,Hair Dryer,4,2024-05-06 00:00:00,25.93,12169,India
537108,P1009,Sunglasses,4,2024-07-23 00:00:00,21.97,12169,India
537108,P1034,Cookbook,1,2024-07-23 00:00:00,14.01,12169,India
537108,P1005,Bluetooth Speaker,1,2024-07-23 00:00:00,33.07,12169,India
537108,P1042,Keyboard,4,2024-07-23 00:00:00,50.82,12169,India
537108,P1017,Umbrella,2,2024-07-23 00:00:00,10.33,12169,India
537109,P1040,Laptop Sleeve,4,2024-07-29 00:00:00,17.4,12169,India
537109,P1022,Cushion Cover,1,2024-07-29 00:00:00,10.19,12169,India
537109,P1051,Art Supplies Set,3,2024-07-29 00:00:00,28.68,12169,India
537110,P1033,Protein Shaker,4,2024-08-01 00:00:00,7.92,12169,India
537110,P1030,Running Socks,4,2024-08-01 00:00:00,6.29,12169,India
537110,P1025,Hair Dryer,2,2024-08-01 00:00:00,27.31,12169,India
537111,P1026,Makeup Brush Set,2,2024-08-15 00:00:00,21.42,12169,India
537111,P1024,Reusable Straws,3,2024-08-15 00:00:00,4.14,12169,India
537111,P1034,Cookbook,3,2024-08-15 00:00:00,15.06,12169,India
537111,P1033,Protein Shaker,4,2024-08-15 00:00:00,8.77,12169,India
537111,P1048,Fitness Tracker,4,2024-08-15 00:00:00,61.98,12169,India
537112,P1024,Reusable Straws,4,2024-08-31 00:00:00,4.51,12169,India
537112,P1038,Wall Clock,2,2024-08-31 00:00:00,23.13,12169,India
537113,P1031,Gym Bag,4,2024-08-05 00:00:00,29.14,12170,Germany
537113,P1033,Protein Shaker,3,2024-08-05 00:00:00,8.5,12170,Germany
537113,P1032,Resistance Bands,2,2024-08-05 00:00:00,13.07,12170,Germany
537113,P1047,Earbuds,1,2024-08-05 00:00:00,46.02,12170,Germany
537114,P1046,Power Bank,2,2024-08-13 00:00:00,24.64,12170,Germany
537115,P1054,Journal,2,2024-09-09 00:00:00,9.08,12170,Germany
537115,P1007,Water Bottle,2,2024-09-09 00:00:00,8.86,12170,Germany
537115,P1006,Yoga Mat,4,2024-09-09 00:00:00,20.7,12170,Germany
537115,P1050,Puzzle 1000pc,4,2024-09-09 00:00:00,13.27,12170,Germany
537116,P1044,Monitor Stand,4,2024-10-27 00:00:00,33.64,12170,Germany
537117,P1044,Monitor Stand,2,2024-09-07 00:00:00,30.22,12171,France
537117,P1058,Humidifier,2,2024-09-07 00:00:00,33.37,12171,France
537118,P1060,Storage Bins (Set),3,2024-01-01 00:00:00,19.27,12172,India
537118,P1022,Cushion Cover,1,2024-01-01 00:00:00,9.36,12172,India
537118,P1057,Desk Fan,1,2024-01-01 00:00:00,21.59,12172,India
C537118,P1036,Cheese Board,-4,2024-01-01 00:00:00,19.95,12172,India
537118,P1052,Kids Backpack,3,2024-01-01 00:00:00,21.49,12172,India
537119,P1024,Reusable Straws,3,2024-03-12 00:00:00,4.66,12172,India
537119,P1011,Throw Blanket,1,2024-03-12 00:00:00,27.63,12172,India
537119,P1036,Cheese Board,1,2024-03-12 00:00:00,21.55,12172,India
537119,P1000,Ceramic Mug,1,2024-03-12 00:00:00,6.11,12172,India
537119,P1032,Resistance Bands,4,2024-03-12 00:00:00,11.35,12172,India
537120,P1054,Journal,1,2024-06-26 00:00:00,9.02,12172,India
537120,P1051,Art Supplies Set,3,2024-06-26 00:00:00,26.86,12172,India
537120,P1029,Leather Belt,1,2024-06-26 00:00:00,18.33,12172,India
537120,P1032,Resistance Bands,2,2024-06-26 00:00:00,11.93,12172,India
537121,P1051,Art Supplies Set,2,2024-06-26 00:00:00,25.17,12172,India
537122,P1056,Sticky Notes Pack,2,2024-09-09 00:00:00,3.88,12172,India
537122,P1055,Pen Set,4,2024-09-09 00:00:00,10.95,12172,India
537122,P1053,Water Color Kit,2,2024-09-09 00:00:00,16.92,12172,India
C537122,P1033,Protein Shaker,-2,2024-09-09 00:00:00,8.39,12172,India
537122,P1019,Photo Frame,1,2024-09-09 00:00:00,8.9,12172,India
537123,P1024,Reusable Straws,1,2024-09-22 00:00:00,4.53,12173,United Kingdom
537123,P1015,Kitchen Scale,1,2024-09-22 00:00:00,16.44,12173,United Kingdom
537123,P1051,Art Supplies Set,2,2024-09-22 00:00:00,27.68,12173,United Kingdom
537124,P1057,Desk Fan,1,2024-09-24 00:00:00,20.28,12173,United Kingdom
537125,P1024,Reusable Straws,4,2024-09-19 00:00:00,4.32,12174,India
537126,P1036,Cheese Board,3,2024-09-20 00:00:00,22.47,12174,India
537126,P1005,Bluetooth Speaker,2,2024-09-20 00:00:00,29.06,12174,India
537126,P1058,Humidifier,2,2024-09-20 00:00:00,36.52,12174,India
537126,P1000,Ceramic Mug,1,2024-09-20 00:00:00,6.2,12174,India
537127,P1027,Skincare Kit,2,2024-09-22 00:00:00,34.59,12174,India
537128,P1042,Keyboard,1,2024-10-18 00:00:00,54.02,12175,USA
537129,P1032,Resistance Bands,2,2024-01-19 00:00:00,12.22,12176,Netherlands
537129,P1006,Yoga Mat,4,2024-01-19 00:00:00,19.61,12176,Netherlands
537129,P1049,Board Game,4,2024-01-19 00:00:00,18.28,12176,Netherlands
537129,P1005,Bluetooth Speaker,1,2024-01-19 00:00:00,33.53,12176,Netherlands
537130,P1040,Laptop Sleeve,3,2024-03-21 00:00:00,17.96,12176,Netherlands
537130,P1005,Bluetooth Speaker,2,2024-03-21 00:00:00,32.61,12176,Netherlands
537130,P1038,Wall Clock,2,2024-03-21 00:00:00,21.9,12176,Netherlands
537131,P1036,Cheese Board,3,2024-06-11 00:00:00,23.03,12176,Netherlands
537132,P1026,Makeup Brush Set,3,2024-07-15 00:00:00,21.07,12176,Netherlands
537132,P1049,Board Game,1,2024-07-15 00:00:00,18.86,12176,Netherlands
537132,P1053,Water Color Kit,3,2024-07-15 00:00:00,16.07,12176,Netherlands
537132,P1013,Travel Pillow,4,2024-07-15 00:00:00,12.25,12176,Netherlands
537132,P1040,Laptop Sleeve,1,2024-07-15 00:00:00,19.05,12176,Netherlands
537133,P1008,Backpack,4,2024-08-25 00:00:00,45.89,12176,Netherlands
537133,P1040,Laptop Sleeve,1,2024-08-25 00:00:00,18.53,12176,Netherlands
537134,P1024,Reusable Straws,3,2024-10-24 00:00:00,4.42,12177,USA
537134,P1022,Cushion Cover,4,2024-10-24 00:00:00,10.44,12177,USA
537134,P1023,Wall Art Print,2,2024-10-24 00:00:00,20.78,12177,USA
537134,P1034,Cookbook,1,2024-10-24 00:00:00,14.09,12177,USA
537134,P1013,Travel Pillow,4,2024-10-24 00:00:00,11.84,12177,USA
537135,P1008,Backpack,2,2024-11-10 00:00:00,43.24,12177,USA
537135,P1015,Kitchen Scale,2,2024-11-10 00:00:00,15.77,12177,USA
537135,P1025,Hair Dryer,1,2024-11-10 00:00:00,26.41,12177,USA
537135,P1019,Photo Frame,2,2024-11-10 00:00:00,8.74,12177,USA
537136,P1001,Leather Wallet,3,2024-12-08 00:00:00,23.71,12177,USA
537136,P1054,Journal,3,2024-12-08 00:00:00,8.91,12177,USA
537137,P1034,Cookbook,3,2024-12-20 00:00:00,14.08,12177,USA
537137,P1017,Umbrella,4,2024-12-20 00:00:00,10.33,12177,USA
537137,P1060,Storage Bins (Set),2,2024-12-20 00:00:00,18.02,12177,USA
537138,P1041,Desk Mat,10,2024-01-10 00:00:00,15.22,12178,India
537138,P1032,Resistance Bands,8,2024-01-10 00:00:00,11.79,12178,India
537139,P1025,Hair Dryer,7,2024-02-14 00:00:00,25.66,12178,India
537139,P1034,Cookbook,6,2024-02-14 00:00:00,14.56,12178,India
537140,P1059,Nightlight,10,2024-02-14 00:00:00,9.61,12178,India
537140,P1036,Cheese Board,5,2024-02-14 00:00:00,22.8,12178,India
537140,P1006,Yoga Mat,6,2024-02-14 00:00:00,20.57,12178,India
537140,P1040,Laptop Sleeve,9,2024-02-14 00:00:00,18.38,12178,India
537140,P1050,Puzzle 1000pc,4,2024-02-14 00:00:00,12.84,12178,India
537141,P1056,Sticky Notes Pack,4,2024-05-09 00:00:00,4.15,12178,India
537141,P1050,Puzzle 1000pc,5,2024-05-09 00:00:00,14.68,12178,India
537141,P1003,Desk Lamp,10,2024-05-09 00:00:00,18.14,12178,India
537141,P1039,Diffuser,8,2024-05-09 00:00:00,27.67,12178,India
537142,P1023,Wall Art Print,5,2024-06-03 00:00:00,21.69,12178,India
537142,P1051,Art Supplies Set,11,2024-06-03 00:00:00,28.14,12178,India
537142,P1027,Skincare Kit,7,2024-06-03 00:00:00,39.86,12178,India
537142,P1012,Phone Stand,10,2024-06-03 00:00:00,7.07,12178,India
537142,P1019,Photo Frame,9,2024-06-03 00:00:00,9.58,12178,India
537143,P1011,Throw Blanket,9,2024-06-15 00:00:00,26.73,12178,India
537143,P1051,Art Supplies Set,7,2024-06-15 00:00:00,27.99,12178,India
537143,P1006,Yoga Mat,5,2024-06-15 00:00:00,20.7,12178,India
537143,P1003,Desk Lamp,11,2024-06-15 00:00:00,18.27,12178,India
537144,P1029,Leather Belt,6,2024-08-14 00:00:00,19.4,12178,India
537145,P1008,Backpack,8,2024-12-03 00:00:00,42.16,12178,India
537145,P1030,Running Socks,6,2024-12-03 00:00:00,5.66,12178,India
537145,P1058,Humidifier,9,2024-12-03 00:00:00,33.47,12178,India
537145,P1037,String Lights,4,2024-12-03 00:00:00,13.5,12178,India
537146,P1045,Cable Organizer,2,2024-09-30 00:00:00,5.9,12179,United Kingdom
537146,P1015,Kitchen Scale,1,2024-09-30 00:00:00,14.97,12179,United Kingdom
537147,P1011,Throw Blanket,1,2024-10-04 00:00:00,25.24,12179,United Kingdom
537147,P1022,Cushion Cover,1,2024-10-04 00:00:00,10.0,12179,United Kingdom
537148,P1009,Sunglasses,1,2024-10-18 00:00:00,22.93,12180,Netherlands
537148,P1055,Pen Set,1,2024-10-18 00:00:00,10.66,12180,Netherlands
537148,P1017,Umbrella,1,2024-10-18 00:00:00,10.81,12180,Netherlands
537149,P1021,Desk Organizer,1,2024-12-06 00:00:00,17.29,12180,Netherlands
537149,P1024,Reusable Straws,2,2024-12-06 00:00:00,4.71,12180,Netherlands
537150,P1059,Nightlight,1,2024-10-11 00:00:00,10.06,12181,United Kingdom
537151,P1059,Nightlight,1,2024-11-05 00:00:00,10.52,12181,United Kingdom
537151,P1037,String Lights,2,2024-11-05 00:00:00,12.19,12181,United Kingdom
537151,P1056,Sticky Notes Pack,2,2024-11-05 00:00:00,4.16,12181,United Kingdom
537151,P1023,Wall Art Print,1,2024-11-05 00:00:00,21.85,12181,United Kingdom
537152,P1010,Scented Candle,3,2024-02-19 00:00:00,8.18,12182,Spain
537152,P1016,Cutting Board,10,2024-02-19 00:00:00,13.36,12182,Spain
537153,P1023,Wall Art Print,5,2024-04-07 00:00:00,20.42,12182,Spain
537153,P1021,Desk Organizer,3,2024-04-07 00:00:00,16.94,12182,Spain
537153,P1041,Desk Mat,11,2024-04-07 00:00:00,14.72,12182,Spain
537153,P1022,Cushion Cover,10,2024-04-07 00:00:00,9.73,12182,Spain
537154,P1048,Fitness Tracker,11,2024-05-05 00:00:00,61.47,12182,Spain
537154,P1030,Running Socks,3,2024-05-05 00:00:00,6.14,12182,Spain
537154,P1007,Water Bottle,5,2024-05-05 00:00:00,9.4,12182,Spain
537154,P1058,Humidifier,6,2024-05-05 00:00:00,33.35,12182,Spain
537155,P1047,Earbuds,4,2024-06-25 00:00:00,46.75,12182,Spain
537155,P1014,Coffee Grinder,10,2024-06-25 00:00:00,30.64,12182,Spain
537155,P1035,Wine Glasses (Set),9,2024-06-25 00:00:00,26.31,12182,Spain
537155,P1019,Photo Frame,9,2024-06-25 00:00:00,9.5,12182,Spain
537156,P1014,Coffee Grinder,10,2024-07-07 00:00:00,33.3,12182,Spain
537156,P1027,Skincare Kit,7,2024-07-07 00:00:00,39.46,12182,Spain
537157,P1013,Travel Pillow,5,2024-02-27 00:00:00,11.04,12183,United Kingdom
537157,P1000,Ceramic Mug,6,2024-02-27 00:00:00,6.48,12183,United Kingdom
537157,P1055,Pen Set,3,2024-02-27 00:00:00,10.51,12183,United Kingdom
537157,P1019,Photo Frame,4,2024-02-27 00:00:00,9.1,12183,United Kingdom
537158,P1039,Diffuser,4,2024-03-12 00:00:00,30.12,12183,United Kingdom
537158,P1040,Laptop Sleeve,7,2024-03-12 00:00:00,17.85,12183,United Kingdom
537158,P1023,Wall Art Print,3,2024-03-12 00:00:00,21.78,12183,United Kingdom
537158,P1001,Leather Wallet,4,2024-03-12 00:00:00,25.07,12183,United Kingdom
537159,P1058,Humidifier,5,2024-03-15 00:00:00,33.34,12183,United Kingdom
537159,P1005,Bluetooth Speaker,5,2024-03-15 00:00:00,33.36,12183,United Kingdom
537159,P1017,Umbrella,5,2024-03-15 00:00:00,11.17,12183,United Kingdom
537159,P1019,Photo Frame,5,2024-03-15 00:00:00,9.29,12183,United Kingdom
537160,P1043,Webcam,7,2024-05-05 00:00:00,37.88,12183,United Kingdom
537160,P1018,Table Clock,7,2024-05-05 00:00:00,18.92,12183,United Kingdom
537160,P1057,Desk Fan,6,2024-05-05 00:00:00,20.99,12183,United Kingdom
537160,P1004,Notebook Set,7,2024-05-05 00:00:00,5.67,12183,United Kingdom
537161,P1015,Kitchen Scale,5,2024-05-05 00:00:00,15.46,12183,United Kingdom
537161,P1058,Humidifier,5,2024-05-05 00:00:00,34.43,12183,United Kingdom
537161,P1050,Puzzle 1000pc,6,2024-05-05 00:00:00,13.68,12183,United Kingdom
537161,P1029,Leather Belt,7,2024-05-05 00:00:00,19.52,12183,United Kingdom
537162,P1015,Kitchen Scale,6,2024-05-29 00:00:00,15.7,12183,United Kingdom
537162,P1003,Desk Lamp,6,2024-05-29 00:00:00,17.25,12183,United Kingdom
537162,P1041,Desk Mat,6,2024-05-29 00:00:00,14.53,12183,United Kingdom
537163,P1055,Pen Set,7,2024-07-03 00:00:00,12.0,12183,United Kingdom
537163,P1026,Makeup Brush Set,4,2024-07-03 00:00:00,20.87,12183,United Kingdom
537163,P1047,Earbuds,5,2024-07-03 00:00:00,45.31,12183,United Kingdom
537163,P1016,Cutting Board,5,2024-07-03 00:00:00,14.27,12183,United Kingdom
537164,P1036,Cheese Board,2,2024-09-28 00:00:00,22.07,12183,United Kingdom
537164,P1009,Sunglasses,2,2024-09-28 00:00:00,21.88,12183,United Kingdom
537164,P1003,Desk Lamp,2,2024-09-28 00:00:00,18.74,12183,United Kingdom
537165,P1033,Protein Shaker,2,2024-10-18 00:00:00,8.54,12183,United Kingdom
537165,P1022,Cushion Cover,3,2024-10-18 00:00:00,9.9,12183,United Kingdom
537165,P1057,Desk Fan,6,2024-10-18 00:00:00,21.43,12183,United Kingdom
537165,P1010,Scented Candle,5,2024-10-18 00:00:00,7.87,12183,United Kingdom
537165,P1041,Desk Mat,2,2024-10-18 00:00:00,14.52,12183,United Kingdom
537166,P1056,Sticky Notes Pack,1,2024-03-22 00:00:00,3.95,12184,India
537166,P1044,Monitor Stand,1,2024-03-22 00:00:00,34.51,12184,India
537166,P1021,Desk Organizer,2,2024-03-22 00:00:00,16.04,12184,India
537166,P1023,Wall Art Print,1,2024-03-22 00:00:00,19.6,12184,India
537166,P1037,String Lights,1,2024-03-22 00:00:00,14.1,12184,India
537167,P1044,Monitor Stand,1,2024-04-24 00:00:00,31.82,12184,India
537167,P1050,Puzzle 1000pc,2,2024-04-24 00:00:00,13.59,12184,India
537167,P1023,Wall Art Print,2,2024-04-24 00:00:00,21.41,12184,India
537167,P1032,Resistance Bands,1,2024-04-24 00:00:00,11.55,12184,India
537168,P1041,Desk Mat,1,2024-01-30 00:00:00,14.75,12185,Spain
537168,P1059,Nightlight,2,2024-01-30 00:00:00,9.64,12185,Spain
537168,P1006,Yoga Mat,3,2024-01-30 00:00:00,20.15,12185,Spain
537168,P1030,Running Socks,4,2024-01-30 00:00:00,5.86,12185,Spain
537169,P1037,String Lights,1,2024-02-24 00:00:00,12.79,12185,Spain
537169,P1027,Skincare Kit,4,2024-02-24 00:00:00,38.53,12185,Spain
537169,P1026,Makeup Brush Set,4,2024-02-24 00:00:00,20.78,12185,Spain
537169,P1029,Leather Belt,2,2024-02-24 00:00:00,19.01,12185,Spain
537169,P1022,Cushion Cover,3,2024-02-24 00:00:00,9.28,12185,Spain
537170,P1003,Desk Lamp,4,2024-03-05 00:00:00,17.89,12185,Spain
537170,P1043,Webcam,1,2024-03-05 00:00:00,36.35,12185,Spain
537171,P1038,Wall Clock,3,2024-07-01 00:00:00,21.9,12185,Spain
537171,P1001,Leather Wallet,1,2024-07-01 00:00:00,22.71,12185,Spain
537171,P1006,Yoga Mat,1,2024-07-01 00:00:00,19.35,12185,Spain
537171,P1037,String Lights,1,2024-07-01 00:00:00,13.14,12185,Spain
537172,P1023,Wall Art Print,2,2024-08-07 00:00:00,20.26,12185,Spain
537172,P1041,Desk Mat,2,2024-08-07 00:00:00,13.65,12185,Spain
537172,P1045,Cable Organizer,4,2024-08-07 00:00:00,5.92,12185,Spain
537172,P1005,Bluetooth Speaker,2,2024-08-07 00:00:00,29.83,12185,Spain
537172,P1054,Journal,4,2024-08-07 00:00:00,8.91,12185,Spain
537173,P1027,Skincare Kit,2,2024-09-25 00:00:00,37.43,12185,Spain
537173,P1009,Sunglasses,2,2024-09-25 00:00:00,22.57,12185,Spain
537173,P1003,Desk Lamp,4,2024-09-25 00:00:00,17.07,12185,Spain
537174,P1007,Water Bottle,7,2024-02-24 00:00:00,9.0,12186,Germany
537174,P1044,Monitor Stand,3,2024-02-24 00:00:00,33.59,12186,Germany
537174,P1014,Coffee Grinder,7,2024-02-24 00:00:00,33.05,12186,Germany
537174,P1041,Desk Mat,6,2024-02-24 00:00:00,13.29,12186,Germany
537175,P1014,Coffee Grinder,7,2024-03-04 00:00:00,30.94,12186,Germany
537175,P1045,Cable Organizer,3,2024-03-04 00:00:00,5.93,12186,Germany
537175,P1028,Perfume,7,2024-03-04 00:00:00,37.87,12186,Germany
537176,P1051,Art Supplies Set,3,2024-03-04 00:00:00,26.81,12186,Germany
537177,P1047,Earbuds,7,2024-03-21 00:00:00,48.76,12186,Germany
537177,P1057,Desk Fan,5,2024-03-21 00:00:00,19.81,12186,Germany
537178,P1047,Earbuds,5,2024-04-24 00:00:00,46.33,12186,Germany
537178,P1009,Sunglasses,3,2024-04-24 00:00:00,21.23,12186,Germany
537179,P1040,Laptop Sleeve,3,2024-06-02 00:00:00,16.67,12186,Germany
537179,P1032,Resistance Bands,2,2024-06-02 00:00:00,12.04,12186,Germany
537179,P1005,Bluetooth Speaker,2,2024-06-02 00:00:00,33.13,12186,Germany
537179,P1033,Protein Shaker,5,2024-06-02 00:00:00,8.1,12186,Germany
537179,P1050,Puzzle 1000pc,6,2024-06-02 00:00:00,14.64,12186,Germany
537180,P1033,Protein Shaker,4,2024-06-06 00:00:00,7.66,12186,Germany
537180,P1054,Journal,4,2024-06-06 00:00:00,9.1,12186,Germany
537180,P1053,Water Color Kit,5,2024-06-06 00:00:00,15.38,12186,Germany
537180,P1035,Wine Glasses (Set),4,2024-06-06 00:00:00,26.13,12186,Germany
537181,P1041,Desk Mat,2,2024-07-04 00:00:00,15.22,12186,Germany
537182,P1045,Cable Organizer,4,2024-09-01 00:00:00,6.36,12186,Germany
537182,P1038,Wall Clock,3,2024-09-01 00:00:00,22.14,12186,Germany
537182,P1056,Sticky Notes Pack,6,2024-09-01 00:00:00,4.14,12186,Germany
537183,P1045,Cable Organizer,3,2024-09-13 00:00:00,6.76,12186,Germany
